Day,Clicks,Impressions,CTR,Position
30 May 2026,0,4,0%,9.2
29 May 2026,0,2,0%,8.5
28 May 2026,0,4,0%,42.8
27 May 2026,0,18,0%,49.9
26 May 2026,0,25,0%,54.0
25 May 2026,2,51,3.9%,55.5
24 May 2026,0,59,0%,65.4
